"","OPEID","INSTNM","CITY","STABBR","ZIP","UGDS_WHITE","UGDS_BLACK","UGDS_HISP","UGDS_ASIAN","UGDS_AIAN","UGDS_NHPI","UGDS_2MOR","UGDS_NRA","UGDS_UNKN","AGE_ENTRY","UGDS_WOMEN","MARRIED","FIRST_GEN","FAMINC","MN_EARN_WNE_P10","ST_FIPS","ADM_RATE","SATVR25","SATVR75","SATMT25","SATMT75","SATWR25","SATWR75","completion","transfer","LOCALE","CCUGPROF","Year"
"10803",927500,"Northern Kentucky University","Highland Heights","KY",41099,0.8233,0.064,0.0207,0.0088,0.0028,7e-04,0.0152,0.0376,0.0268,23.034603227,0.5431,0.1006488105,0.4323792487,59662.5239,38900,21,0.6417,440,550,440,550,NA,NA,0.12520413718018,0,21,13,"2012"
"10804",196000,"Spalding University","Louisville","KY",40203,0.6105,0.265,0.0364,0.0121,0.0015,8e-04,0.0304,0.0038,0.0395,25.752675386,0.7388,0.1486325803,0.4291390728,46243.72154,44700,21,0.2933,413,513,420,533,NA,NA,0.16304347826086,0,21,7,"2012"
"10805",200100,"Thomas More College","Crestview Hills","KY",41017,0.7642,0.0766,0.0197,0.0061,0.003,0,0.0136,0.0038,0.113,25.266850069,0.4973,0.1980742779,0.4241982507,69886.50494,52000,21,0.882,430,570,450,570,NA,NA,0.34883720930232,0.38372093023255,21,13,"2012"
"10806",198700,"Transylvania University","Lexington","KY",40508,0.8617,0.0299,0.0206,0.0159,9e-04,0,0.0215,0.014,0.0355,19.481042654,0.5822,NA,0.1985294118,79754.69874,46300,21,0.8506,510,630,510,640,NA,NA,0.68259385665529,0,11,14,"2012"
"10807",198800,"Union College","Barbourville","KY",40906,0.7876,0.1244,0.0259,0.0013,0.0039,0.0013,0.0117,0.0376,0.0065,22.444055944,0.4391,0.1328671329,0.5114503817,47910.71624,33700,21,0.7662,NA,NA,NA,NA,NA,NA,0.20388349514563,0,33,13,"2012"
"10808",200200,"Western Kentucky University","Bowling Green","KY",42101,0.7921,0.1184,0.0209,0.0085,0.0027,8e-04,0.0177,0.0278,0.0113,22.588285644,0.5726,0.1085840059,0.4233440171,52427.96029,36800,21,0.9174,440,580,430,590,NA,NA,0.26598360655737,0.31045542014111,13,13,"2012"
"10809",200300,"Centenary College of Louisiana","Shreveport","LA",71134,0.7184,0.1335,0.0464,0.0276,0.0058,0.0029,0.0377,0.0276,0,19.846368715,0.5631,NA,0.2794117647,76199.40835,47200,22,0.6409,490,620,500,620,NA,NA,0.43153526970954,0,12,12,"2012"
"10810",200400,"Dillard University","New Orleans","LA",70122,0.0038,0.9342,0.0054,0.0015,0,0,0.0054,0.0176,0.0321,20.314794216,0.72,0.0144605117,0.4328552803,33107.92031,36100,22,0.2833,390,480,370,460,380,460,0.13513513513513,0,11,10,"2012"
"10811",200600,"Grambling State University","Grambling","LA",71245,0.012,0.8922,0.0113,0.0023,0.0021,5e-04,0.0103,0.0598,0.0097,21.437446074,0.5971,0.0241587575,0.4146464646,30068.95955,32800,22,0.421,340,460,330,460,NA,NA,0.09712230215827,0,32,11,"2012"
"10812",201100,"Louisiana State University-Alexandria","Alexandria","LA",71302,0.7422,0.1789,0.0284,0.0127,0.0142,0,0.0176,0.001,0.0049,24.653321976,0.7196,0.1746166951,0.5014548982,41306.65571,35100,22,0.6108,NA,NA,NA,NA,NA,NA,0.02702702702702,0,41,9,"2012"
"10813",201000,"Louisiana State University and Agricultural & Mechanical College","Baton Rouge","LA",70803,0.7662,0.1053,0.0471,0.032,0.0031,7e-04,0.0199,0.0176,0.008,20.536588593,0.51,0.0267301839,0.2867368421,77652.07697,54300,22,0.7956,500,610,530,630,NA,NA,0.33977348434377,0,12,14,"2012"
"10814",201300,"Louisiana State University-Shreveport","Shreveport","LA",71115,0.6141,0.2265,0.0424,0.02,0.0109,7e-04,0,0.0237,0.0617,25.106938256,0.5921,0.1591343094,0.4340155258,40980.61853,39500,22,0.8633,510,560,520,560,NA,NA,0.09138381201044,0,12,7,"2012"
"10815",200700,"Louisiana College","Pineville","LA",71359,0.7298,0.1912,0.0272,0.0096,0.0053,0.0018,0.0123,0.0105,0.0123,21.979674797,0.4772,0.1016260163,0.396731055,57750.51357,43000,22,0.7563,420,600,420,600,400,600,0.21292775665399,0,23,12,"2012"
"10816",200800,"Louisiana Tech University","Ruston","LA",71272,0.6745,0.1476,0.014,0.0104,0.0047,0.0016,0.0062,0.0479,0.093,21.856285178,0.4366,0.0664165103,0.3544973545,58228.5853,47700,22,0.7081,450,570,500,650,NA,NA,0.27099236641221,0.30153846153846,32,12,"2012"
"10817",201600,"Loyola University New Orleans","New Orleans","LA",70118,0.5309,0.1541,0.1497,0.0436,0.0089,0,0.0159,0.0318,0.065,20.509296149,0.5854,0.026560425,0.2277856135,79985.45656,47800,22,0.6563,530,650,510,620,NA,NA,0.47480620155038,0,11,14,"2012"
"10818",201700,"McNeese State University","Lake Charles","LA",70605,0.7252,0.1878,0.0154,0.0122,0.0082,0.001,0.0093,0.0378,0.0031,22.421552016,0.6163,0.1013215859,0.4503187102,49298.69988,43100,22,0.6866,470,570,500,610,NA,NA,0.15725806451612,0.14308176100628,13,13,"2012"
"10819",201500,"University of New Orleans","New Orleans","LA",70148,0.5669,0.1549,0.0917,0.0709,0.0041,8e-04,0.0201,0.0346,0.0559,23.12971246,0.4958,0.0865814696,0.4278462654,43092.73267,42000,22,0.4918,480,648,482,610,NA,NA,0.1030494216614,0,11,9,"2012"
"10820",200500,"Nicholls State University","Thibodaux","LA",70310,0.6864,0.2019,0.0297,0.0118,0.0168,5e-04,0.0225,0.0149,0.0156,22.316179193,0.6226,0.0858941133,0.4938675388,49926.62144,41200,22,0.9178,440,530,420,520,428,515,0.17763845350052,0.2535079513564,13,12,"2012"
"10821",202000,"University of Louisiana at Monroe","Monroe","LA",71209,0.622,0.2748,0.0186,0.0157,0.004,5e-04,0.0186,0.0236,0.0223,21.816005716,0.6443,0.0836012862,0.4171974522,46204.51366,45200,22,0.914,425,540,440,570,420,545,0.13107822410147,0,13,11,"2012"
"10822",202100,"Northwestern State University of Louisiana","Natchitoches","LA",71497,0.5632,0.2972,0.0357,0.0061,0.0117,0.0013,0.0286,0.0057,0.0504,24.454545455,0.6834,0.1788894709,0.4557922381,44067.47814,38500,22,0.8493,430,558,440,538,NA,NA,0.18120237087214,0,33,9,"2012"
"10823",202300,"University of Holy Cross","New Orleans","LA",70131,0.5453,0.2402,0.0592,0.0425,0.0045,0,0.0279,0,0.0804,26.800759013,0.8391,0.1707779886,0.5098468271,42061.63606,43900,22,1,NA,NA,NA,NA,NA,NA,0.07407407407407,0,11,5,"2012"
"10824",3106200,"Our Lady of the Lake College","Baton Rouge","LA",70808,0.6593,0.2795,0.0189,0.029,0.0101,0.0032,0,0,0,26.993554328,0.8524,0.1841620626,0.4590673575,48060.34502,45800,22,0.6589,NA,NA,NA,NA,NA,NA,0.25,0,12,5,"2012"
"10825",777707,"Remington College-Lafayette Campus","Lafayette","LA",70508,0.3569,0.594,0.0191,0.0191,0,0,0.0082,0,0.0027,27.104432962,0.8392,0.1460429698,0.6124328473,15964.73451,23100,22,0.7328,NA,NA,NA,NA,NA,NA,0.60855263157894,0,NA,NA,"2012"
"10826",202400,"Southeastern Louisiana University","Hammond","LA",70402,0.6947,0.1644,0.0522,0.0068,0.0034,9e-04,0.0496,0.0165,0.0116,21.511406844,0.611,0.0600760456,0.4475597092,52039.4494,39200,22,0.4563,NA,NA,NA,NA,NA,NA,0.12080030200075,0.24352720450281,13,12,"2012"
"10827",202500,"Southern University and A & M College","Baton Rouge","LA",70813,0.0199,0.9507,0.0102,0.0039,6e-04,0.0012,0.005,0.005,0.0035,22.549535604,0.6219,0.0356037152,0.4199018295,33702.58685,37200,22,0.4187,NA,NA,400,490,NA,NA,0.11619718309859,0,12,11,"2012"
"10828",202600,"Southern University at New Orleans","New Orleans","LA",70126,0.0202,0.8602,0.0028,0.0056,9e-04,0,0,0,0.1102,27.431532198,0.7486,0.088823094,0.5186533212,20831.29909,31600,22,0.174,NA,NA,NA,NA,NA,NA,0,0.46448087431694,11,7,"2012"
"10829",203100,"University of Louisiana at Lafayette","Lafayette","LA",70503,0.6892,0.2171,0.0286,0.0192,0.0045,3e-04,0.0131,0.0202,0.008,21.559774709,0.5596,0.0572311047,0.4314516129,52064.71719,42900,22,0.6036,460,580,460,590,NA,NA,0.12933190425151,0,12,13,"2012"
"10830",202900,"Tulane University of Louisiana","New Orleans","LA",70118,0.7049,0.0962,0.0559,0.0381,0.0037,5e-04,0.0268,0.0315,0.0425,24.395219124,0.5757,0.0768924303,0.2225097025,88699.86942,68300,22,0.2727,630,720,620,710,640,720,0.61520998864926,0.17480136208853,11,8,"2012"
"10831",203200,"Xavier University of Louisiana","New Orleans","LA",70125,0.0321,0.7873,0.0248,0.099,0.0016,0,0.026,0.018,0.0112,20.096981374,0.7139,0.0089916506,0.3425655977,47940.97765,59800,22,0.6351,430,560,440,550,420,520,0.29530201342281,0.35827664399092,11,12,"2012"
"10832",1138500,"College of the Atlantic","Bar Harbor","ME",4609,0.6906,0.0156,0.0125,0.0094,0.0031,0,0.025,0.1688,0.075,20.890909091,0.7188,NA,NA,72744.07171,32600,23,0.709,NA,NA,NA,NA,NA,NA,0.53424657534246,0,33,15,"2012"
"10833",203600,"Bates College","Lewiston","ME",4240,0.7439,0.0376,0.0513,0.0445,0.004,0,0.0371,0.0622,0.0194,19.439153439,0.526,NA,0.1229508197,113021.5452,62000,23,0.266,NA,NA,NA,NA,NA,NA,0.84928716904277,0.08146639511201,13,14,"2012"
"10834",203800,"Bowdoin College","Brunswick","ME",4011,0.645,0.047,0.1283,0.0715,0.0011,0.0011,0.0601,0.0399,0.006,19.393700787,0.4975,NA,0.1689373297,110512.3169,68600,23,0.1578,670,760,670,760,670,760,0.90717299578059,0,31,14,"2012"
"10835",630501,"Maine College of Health Professions","Lewiston","ME",4240,0.9724,0.0092,0.0092,0.0046,0,0,0,0,0.0046,31.45177665,0.7834,0.3654822335,NA,41547.88615,51800,23,0.2273,420,470,450,550,420,440,0.33333333333333,0,NA,NA,"2012"
"10836",203900,"Colby College","Waterville","ME",4901,0.6044,0.0295,0.0515,0.0553,5e-04,5e-04,0.0397,0.0655,0.153,19.429775281,0.5464,NA,0.1538461538,122145.2163,68500,23,0.2894,610,710,630,720,610,710,0.85684210526315,0.05684210526315,33,14,"2012"
"10837",527700,"Eastern Maine Community College","Bangor","ME",4401,0.8972,0.0127,0.0112,0.0122,0.0127,0.0019,0.0107,0.0019,0.0395,24.60929984,0.5102,0.1325494388,0.4731621937,36437.59271,35000,23,0.5315,NA,NA,NA,NA,NA,NA,0.26753246753246,0.15584415584415,NA,NA,"2012"
"10838",204300,"Husson University","Bangor","ME",4401,0.8935,0.037,0.0104,0.0104,0.0061,0.0013,0.0187,0.0196,0.003,22.439814815,0.5796,0.0787037037,0.3897605285,58602.78446,40800,23,0.7654,410,510,430,530,400,510,0.22955145118733,0,13,11,"2012"
"10839",2361300,"The Landing School","Arundel","ME",4046,0.9265,0.0147,0,0,0,0,0,0.0588,0,26.454545455,0.0294,NA,NA,55610.08265,NA,23,0.5417,NA,NA,NA,NA,NA,NA,1,0,NA,NA,"2012"
"10840",204000,"University of Maine at Farmington","Farmington","ME",4938,0.854,0.0106,0.0142,0.0061,0.0035,5e-04,0.0228,0.003,0.0852,20.584158416,0.6415,0.0243024302,0.3311004785,61049.46605,34700,23,0.8751,NA,NA,NA,NA,NA,NA,0.40900195694716,0,33,12,"2012"
"10841",204100,"University of Maine at Fort Kent","Fort Kent","ME",4743,0.818,0.0251,0.0144,0.0024,0.0168,0,0,0.085,0.0383,25.66967509,0.6719,0.1949458484,0.501953125,43546.19525,33900,23,0.6934,410,500,400,500,380,490,0.02083333333333,0.1551724137931,43,7,"2012"
"10842",205500,"University of Maine at Machias","Machias","ME",4654,0.7767,0.0383,0.0303,0.0016,0.0367,0,0.0303,0.0159,0.0702,23.961722488,0.6874,0.1220095694,0.4581151832,41599.11418,28500,23,0.8258,400,510,390,510,380,510,0.1010101010101,0,NA,NA,"2012"
"10843",205300,"University of Maine","Orono","ME",4469,0.8179,0.0177,0.019,0.0136,0.0142,1e-04,0.0216,0.0237,0.0721,20.592841701,0.4785,0.0285851549,0.2705205205,72986.41904,44600,23,0.7771,470,590,470,600,460,580,0.35860542335362,0.23907028223574,23,12,"2012"
"10844",204400,"Maine Maritime Academy","Castine","ME",4420,0.968,0.0072,0.0072,0.0052,0.001,0.001,0,0,0.0103,20.558365759,0.1374,NA,NA,82373.61932,91700,23,0.6622,460,560,490,590,440,540,0.60344827586206,0,42,13,"2012"
"10845",205000,"University of New England","Biddeford","ME",4005,0.7524,0.0115,0.0018,0.023,0.0051,0.0023,0.0087,0.0064,0.1887,20.253900709,0.7,0.0241134752,0.2867756315,89277.02012,51600,23,0.8613,470,570,490,590,NA,NA,0.52214452214452,0,22,12,"2012"
"10846",576000,"Northern Maine Community College","Presque Isle","ME",4769,0.852,0.0012,0.0075,0.0062,0.0187,0.0012,0.0062,0.0211,0.0858,25.262611276,0.5087,0.1676557864,0.4950166113,32101.50056,31700,23,0.5504,NA,NA,NA,NA,NA,NA,0.28571428571428,0.06403940886699,NA,NA,"2012"
"10847",1167300,"Maine College of Art","Portland","ME",4101,0.8202,0.0136,0.0272,0.0163,0.0082,0,0.0354,0,0.079,21.265306122,0.7057,NA,NA,77228.07013,32800,23,0.9767,NA,NA,NA,NA,NA,NA,0.17647058823529,0,13,11,"2012"
"10848",205100,"Saint Joseph's College of Maine","Standish","ME",4084,0.7112,0.0276,0.0254,0.0111,0.0042,0,0,0,0.2205,26.151679307,0.7218,0.1939328277,0.3626760563,70062.73467,43600,23,0.7988,420,510,420,510,432,536,0.4532967032967,0,41,5,"2012"
"10849",205400,"University of Southern Maine","Portland","ME",4103,0.8059,0.0292,0.0204,0.0199,0.0089,6e-04,0.018,0.01,0.087,23.830773774,0.564,0.0853514471,0.3465064812,54961.56178,41400,23,0.7997,440,570,440,560,NA,NA,0.09459459459459,0.38288288288288,13,9,"2012"
"10850",205200,"Thomas College","Waterville","ME",4901,0.8069,0.0309,0.0161,0.005,0.0025,0,0.047,0.0248,0.0668,20.591160221,0.5285,0.0331491713,0.4350393701,56485.68884,37900,23,0.6726,390,510,400,510,380,480,0.35449735449735,0.24137931034482,41,11,"2012"
"10851",685800,"Unity College","Unity","ME",4988,0.9162,0.0112,0.0242,0.0112,0.013,0.0037,0.0205,0,0,20.60625,0.5345,NA,0.347972973,74908.74248,36200,23,0.8781,NA,NA,NA,NA,NA,NA,0.36305732484076,0,43,10,"2012"
"10852",210200,"University of Baltimore","Baltimore","MD",21201,0.3678,0.4563,0.0447,0.0418,0.0041,0.0024,0.0241,0.0177,0.0412,27.719786096,0.5672,0.1336898396,0.4349719975,40591.02088,60800,24,0.6501,430,590,410,540,420,530,NA,NA,11,7,"2012"
"10853",206200,"Bowie State University","Bowie","MD",20715,0.0235,0.8955,0.0254,0.0151,0.0014,0.0012,0.0195,0.0085,0.0099,22.556349874,0.6219,0.055508831,0.3969428008,53852.41299,51200,24,0.4796,410,490,400,490,NA,NA,0.10849673202614,0.22745098039215,21,11,"2012"
"10854",143600,"Capitol Technology University","Laurel","MD",20708,0.4685,0.3776,0.0536,0.0629,0.0047,0,0.007,0.0186,0.007,23.593301435,0.2238,0.1148325359,0.3783783784,62374.6284,67100,24,0.8872,440,560,440,590,NA,NA,0.16666666666666,0,21,9,"2012"
"10855",206700,"Washington Adventist University","Takoma Park","MD",20912,0.0819,0.6112,0.099,0.045,0.0135,0.0063,0.0198,0.0387,0.0846,25.323232323,0.6553,0.1370851371,0.3413379074,50054.99266,48400,24,0.4325,380,490,360,490,370,500,0.12949640287769,0.5,21,11,"2012"
"10856",206800,"Coppin State University","Baltimore","MD",21216,0.0124,0.8481,0.0151,0.0033,7e-04,3e-04,0.02,0.0579,0.0422,25.931701764,0.7427,0.0865110985,0.4928366762,32834.81338,38000,24,0.3463,400,470,400,460,NA,NA,0.05668016194331,0.28542510121457,11,7,"2012"
"10857",207200,"Frostburg State University","Frostburg","MD",21532,0.6415,0.2548,0.0376,0.0124,9e-04,0.002,0.0341,0.0066,0.0102,21.231747527,0.4858,0.0381535563,0.3878912263,71019.8465,45400,24,0.5923,440,530,440,540,420,520,0.17309594460929,0.31355093966369,23,13,"2012"
"10858",207300,"Goucher College","Baltimore","MD",21204,0.6515,0.0865,0.0735,0.0265,0.0027,0.002,0.0497,0.0231,0.0844,19.627946128,0.6671,NA,0.2036036036,93421.57146,50200,24,0.7345,NA,NA,NA,NA,NA,NA,0.56666666666666,0,13,14,"2012"
"10859",207600,"Hood College","Frederick","MD",21701,0.6934,0.12,0.0687,0.0275,0.0014,7e-04,0.0369,0.0217,0.0296,20.869668246,0.6631,0.0379146919,0.3034134008,79515.5486,46200,24,0.7713,470,610,470,590,470,590,0.49280575539568,0,13,13,"2012"
"10860",207700,"Johns Hopkins University","Baltimore","MD",21218,0.5022,0.055,0.0917,0.1809,0.0012,0.001,0.0401,0.1032,0.0248,21.933710175,0.4978,0.0457348407,0.1287393162,96456.76024,79900,24,0.1843,640,740,660,770,650,750,0.86426380368098,0.05291411042944,11,14,"2012"
"10861",2573800,"L'Academie de Cuisine","Gaithersburg","MD",20877,0.8,0.0286,0.0857,0.0571,0,0,0.0286,0,0,28.472222222,0.8286,0.2152777778,NA,62607.74699,44100,24,0.5,NA,NA,NA,NA,NA,NA,0.21428571428571,0.07142857142857,21,-2,"2012"
"10862",207800,"Loyola University Maryland","Baltimore","MD",21210,0.8063,0.0485,0.0834,0.0303,0.0023,0,0.0169,0.0046,0.0077,19.511049724,0.6065,NA,0.1588652482,123035.4866,73300,24,0.6465,540,630,540,630,NA,NA,0.79175475687103,0,11,14,"2012"
"10863",210500,"University of Maryland-Baltimore County","Baltimore","MD",21250,0.465,0.1637,0.0525,0.2009,0.002,0.002,0.0332,0.0419,0.0388,22.405751571,0.4517,0.0621072982,0.2638385929,70192.03951,59300,24,0.6035,550,650,580,670,530,640,0.36856941508104,0.24242424242424,21,15,"2012"
"10864",210300,"University of Maryland-College Park","College Park","MD",20742,0.5564,0.1209,0.0801,0.1501,0.0014,0.001,0.0322,0.0283,0.0297,20.883681399,0.4706,0.033997086,0.2117297507,93742.85481,67200,24,0.4694,580,690,610,720,NA,NA,0.63209939148073,0.06414807302231,21,15,"2012"
"10865",208000,"Maryland Institute College of Art","Baltimore","MD",21217,0.538,0.0475,0.0646,0.1142,0.0041,0.001,0.0377,0.0708,0.122,20.116731518,0.7111,NA,0.1608108108,103747.3243,36900,24,0.5183,530,680,510,620,530,660,0.63425925925925,0,11,14,"2012"
"10866",210600,"University of Maryland Eastern Shore","Princess Anne","MD",21853,0.1035,0.7493,0.022,0.0098,8e-04,8e-04,0.0676,0.0307,0.0155,20.643545279,0.5694,0.0255298651,0.4085297419,50018.98913,39600,24,0.5664,390,480,390,480,380,460,0.1357586512866,0.2668439716312,31,11,"2012"
"10867",208300,"Morgan State University","Baltimore","MD",21251,0.0193,0.8607,0.0259,0.0157,0.0029,0.0011,0.0323,0.0414,8e-04,22.348258706,0.5654,0.0506292069,0.3814814815,49578.0734,40900,24,0.5888,410,480,400,480,NA,NA,0.12061403508771,0.16959064327485,11,11,"2012"
"10868",208600,"Mount St Mary's University","Emmitsburg","MD",21727,0.7253,0.0994,0.0912,0.0197,0.0033,0.0016,0.0295,0.0115,0.0186,20.555309735,0.5451,0.0398230088,0.2482758621,106260.3809,54600,24,0.5546,510,600,500,600,NA,NA,0.62206572769953,0,31,12,"2012"
"10869",208700,"Ner Israel Rabbinical College","Baltimore","MD",21208,0.9477,0,0,0,0,0,0,0.0523,0,20.786666667,0,0.28,NA,31321.56393,NA,24,0.75,NA,NA,NA,NA,NA,NA,0.24137931034482,0.13793103448275,21,11,"2012"
"10870",206500,"Notre Dame of Maryland University","Baltimore","MD",21210,0.5514,0.3151,0.0605,0.0357,0.0141,0.0033,0,0.01,0.01,28.246932515,0.9569,0.1993865031,0.4434931507,61059.73694,50600,24,0.5306,460,570,460,550,NA,NA,0.4516129032258,0,11,5,"2012"
"10871",209100,"Salisbury University","Salisbury","MD",21801,0.7652,0.1079,0.0458,0.0246,0.0025,6e-04,0.0279,0.008,0.0175,21.254208754,0.5697,0.0395622896,0.3029403029,92230.61777,50000,24,0.5274,530,610,540,620,530,600,0.48832684824902,0.15953307392996,23,15,"2012"
"10872",209500,"St Mary's College of Maryland","St. Mary's City","MD",20686,0.774,0.0725,0.0483,0.0236,0,5e-04,0.0376,0.0204,0.0231,19.991721854,0.5931,0.0182119205,0.1804123711,110664.7132,51000,24,0.6138,560,680,540,650,550,670,0.72196261682243,0.09579439252336,23,15,"2012"
"10873",209200,"St John's College","Annapolis","MD",21401,0.755,0.0178,0.069,0.02,0.0045,0,0.0267,0.0891,0.0178,20.427184466,0.4521,NA,NA,87325.1226,42500,24,0.8228,NA,NA,NA,NA,NA,NA,0.6081081081081,0,21,14,"2012"
"10874",209900,"Towson University","Towson","MD",21252,0.6741,0.1421,0.0474,0.0446,0.0021,8e-04,0.0264,0.021,0.0414,21.430702788,0.6088,0.0375605287,0.3013240418,86067.45192,53300,24,0.522,490,580,500,600,500,590,0.38950892857142,0.13392857142857,13,13,"2012"
"10875",210700,"Stevenson University","Stevenson","MD",21153,0.5863,0.2713,0.0438,0.0262,0.0034,0.0018,0.0161,0.0036,0.0475,21.780896333,0.6534,0.0547759167,0.3700049334,76295.31122,52800,24,0.5874,440,540,440,550,440,540,0.48989113530326,0,41,13,"2012"
"10876",146200,"Washington Bible College-Capital Bible Seminary","Lanham","MD",20706,0.1495,0.6168,0.0467,0.0748,0.0047,0.0047,0.028,0.028,0.0467,31.876923077,0.4533,0.2769230769,0.5,51693.8859,28700,24,1,410,560,360,560,470,560,0.29411764705882,0,NA,NA,"2012"
"10877",210800,"Washington College","Chestertown","MD",21620,0.8221,0.0295,0.0394,0.0169,7e-04,0,0.0176,0.0352,0.0387,19.518835616,0.5788,NA,0.2049469965,121633.1542,49700,24,0.6637,540,630,530,620,NA,NA,0.64743589743589,0,32,14,"2012"
"10878",210900,"McDaniel College","Westminster","MD",21157,0.7628,0.1105,0.0518,0.0331,0.0044,0,0.0206,0.01,0.0069,19.942528736,0.5393,0.0166028097,0.3095890411,84975.39323,50000,24,0.6413,490,610,500,610,NA,NA,0.68067226890756,0.14705882352941,23,12,"2012"
"10879",211400,"American International College","Springfield","MA",1109,0.4135,0.2353,0.0912,0.0107,0.004,0.0127,0.0302,0.0188,0.1836,22.872497366,0.567,0.0642781876,0.4017199017,59738.31517,43300,25,0.7431,390,480,400,500,370,490,0.28723404255319,0.00709219858156,12,11,"2012"
"10880",211500,"Amherst College","Amherst","MA",1002,0.4012,0.1123,0.1167,0.1178,0.0011,0,0.0644,0.098,0.0886,19.702412869,0.4876,NA,0.2117647059,92503.26691,85900,25,0.1332,660,760,660,770,670,770,0.85581395348837,0.01627906976744,21,14,"2012"
"10881",211700,"Anna Maria College","Paxton","MA",1612,0.6981,0.0825,0.0883,0.0078,0.0078,0,0.0126,0.0019,0.101,23.608187135,0.5495,0.1257309942,0.4057971014,74979.93152,44100,25,0.6752,385,485,380,490,380,480,0.39226519337016,0,41,6,"2012"
"10882",2169900,"Assabet Valley Regional Technical School","Marlborough","MA",1752,0.6222,0.2222,0,0.0444,0.0444,0,0.0667,0,0,32.635135135,0.9111,0.3648648649,0.5409836066,53592.35963,NA,25,0.7273,NA,NA,NA,NA,NA,NA,0.78571428571428,0,21,-2,"2012"
"10883",211800,"Assumption College","Worcester","MA",1609,0.7321,0.0392,0.0577,0.0185,0.0018,0,0.0149,0.0086,0.1272,20.975799481,0.6152,0.029386344,0.2421731123,101992.5342,57500,25,0.7534,NA,NA,NA,NA,NA,NA,0.71703703703703,0,12,14,"2012"
"10884",212100,"Babson College","Wellesley","MA",2457,0.3648,0.0427,0.0968,0.1241,0.002,0,0.0179,0.2734,0.0784,19.740667976,0.4427,NA,0.2024539877,101186.946,105700,25,0.2901,550,640,610,710,580,663,0.84875846501128,0,21,14,"2012"
"10885",3248300,"Boston Baptist College","Boston","MA",2136,0.7865,0.0787,0.1124,0.0112,0,0,0,0.0112,0,21.648148148,0.427,NA,NA,48586.60193,NA,25,0.9787,440,500,430,490,NA,NA,0.16666666666666,0.61538461538461,11,11,"2012"
"10886",212200,"Bay Path University","Longmeadow","MA",1106,0.5611,0.1202,0.1388,0.0141,0.0039,0.0019,0.0199,0.0026,0.1375,28.425891182,1,0.2091932458,0.4601092896,54503.37036,42900,25,0.6135,440,550,440,540,450,530,0.44666666666666,0,21,11,"2012"
"10887",212300,"Becker College","Worcester","MA",1609,0.5932,0.0733,0.0778,0.0123,0.0034,0.0011,0.0168,0.0062,0.216,23.588189588,0.5809,0.1041181041,0.3595217763,68822.80527,41800,25,0.6233,430,550,440,560,430,520,0.18060200668896,0,12,9,"2012"
"10888",212400,"Bentley University","Waltham","MA",2452,0.6124,0.0306,0.067,0.0754,7e-04,0,0.0175,0.1342,0.0622,19.930107527,0.4053,0.009984639,0.197891322,113440.6427,85200,25,0.4506,530,620,593,670,540,640,0.78458049886621,0,13,14,"2012"
"10889",212600,"Berklee College of Music","Boston","MA",2215,0.4178,0.06,0.0881,0.0301,0.0013,0.0018,0.0306,0.2896,0.0805,20.723935389,0.2971,0.0176211454,0.15355233,92345.0634,36700,25,0.4325,NA,NA,NA,NA,NA,NA,0.44194107452339,0,11,11,"2012"
"10890",212800,"Boston College","Chestnut Hill","MA",2467,0.5939,0.0448,0.1078,0.0962,5e-04,3e-04,0.0245,0.0389,0.0931,19.458421275,0.5282,NA,0.138913234,128508.94,85600,25,0.2881,620,710,640,740,640,730,0.88908606921029,0.05723158828748,13,14,"2012"
"10891",212900,"The Boston Conservatory","Boston","MA",2215,0.4297,0,0,0,0,0,0.1179,0,0.4525,19.706185567,0.5703,NA,NA,124467.4888,35900,25,0.4071,510,630,510,610,510,620,0.58064516129032,0,11,10,"2012"
"10892",213000,"Boston University","Boston","MA",2215,0.4879,0.0326,0.0927,0.1353,0.0012,0.001,0.0347,0.1346,0.08,19.929105274,0.6038,0.0158018364,0.1498776962,116548.7644,69500,25,0.4943,570,670,610,700,600,680,0.79368165249088,0,11,14,"2012"
"10893",213300,"Brandeis University","Waltham","MA",2454,0.5017,0.0437,0.0588,0.1303,0.0014,0,0.0255,0.1392,0.0994,19.463028169,0.5655,NA,0.1322701689,99963.25283,67600,25,0.3911,610,710,620,740,620,710,0.85863874345549,0,13,14,"2012"
"10894",218300,"Bridgewater State University","Bridgewater","MA",2325,0.8233,0.0725,0.0455,0.0161,0.0027,6e-04,0.0232,0.0055,0.0105,21.975770457,0.5828,0.0425079702,0.3745378928,71880.37679,43700,25,0.7334,450,550,460,560,NA,NA,0.2785768357305,0,21,13,"2012"
"10895",632200,"Signature Healthcare Brockton Hospital School of Nursing","Brockton","MA",2302,0.7774,0.0671,0.0244,0.0152,0,0.003,0.0061,0,0.1067,30.31120332,0.8963,0.3402489627,0.5069124424,49793.74787,59800,25,0.2766,375,516,443,580,449,570,0.33333333333333,0,21,-2,"2012"
"10896",632400,"Laboure College","Milton","MA",2186,0.6181,0.2153,0.0708,0.0153,0,0,0.0264,0,0.0542,29.774346793,0.8958,0.2280285036,0.3888888889,47978.97339,54800,25,0.2656,NA,NA,NA,NA,NA,NA,NA,0,21,5,"2012"
"10897",213900,"Clark University","Worcester","MA",1610,0.6542,0.0365,0.0589,0.0501,9e-04,0,0.0198,0.1094,0.0703,20.082142857,0.576,0.0166666667,0.2015018773,90442.38213,47300,25,0.7005,NA,NA,NA,NA,NA,NA,0.75488454706927,0,12,14,"2012"
